beta1	beta2	beta3	lmax
1.734474e+01	1.488013e+01	2.381161e+01	-9.408228
1.734479e+01	1.488011e+01	2.381157e+01	-9.408227
1.734485e+01	1.488011e+01	2.381152e+01	-9.408232
1.734491e+01	1.488009e+01	2.381147e+01	-9.408228
1.734496e+01	1.488008e+01	2.381140e+01	-9.408224
1.734502e+01	1.488007e+01	2.381137e+01	-9.408224
1.734508e+01	1.488005e+01	2.381133e+01	-9.408223
1.734514e+01	1.488006e+01	2.381127e+01	-9.408222
1.734519e+01	1.488003e+01	2.381123e+01	-9.408221
1.734525e+01	1.488003e+01	2.381117e+01	-9.408218
1.734531e+01	1.488001e+01	2.381114e+01	-9.408220
1.734536e+01	1.487999e+01	2.381108e+01	-9.408217
1.734542e+01	1.487999e+01	2.381103e+01	-9.408216
1.734548e+01	1.487997e+01	2.381098e+01	-9.408216
1.734554e+01	1.487996e+01	2.381093e+01	-9.408215
1.734559e+01	1.487994e+01	2.381089e+01	-9.408214
1.734565e+01	1.487994e+01	2.381082e+01	-9.408214
1.734571e+01	1.487993e+01	2.381077e+01	-9.408215
1.734576e+01	1.487991e+01	2.381072e+01	-9.408212
1.734582e+01	1.487989e+01	2.381067e+01	-9.408209
1.734588e+01	1.487989e+01	2.381062e+01	-9.408212
1.734593e+01	1.487987e+01	2.381058e+01	-9.408209
1.734599e+01	1.487985e+01	2.381052e+01	-9.408205
1.734605e+01	1.487986e+01	2.381048e+01	-9.408206
1.734611e+01	1.487984e+01	2.381044e+01	-9.408207
1.734616e+01	1.487983e+01	2.381040e+01	-9.408204
1.734622e+01	1.487981e+01	2.381033e+01	-9.408204
1.734628e+01	1.487980e+01	2.381028e+01	-9.408202
1.734633e+01	1.487980e+01	2.381021e+01	-9.408201
1.734639e+01	1.487978e+01	2.381018e+01	-9.408200
1.734645e+01	1.487978e+01	2.381015e+01	-9.408202
1.734651e+01	1.487975e+01	2.381007e+01	-9.408197
1.734656e+01	1.487973e+01	2.381003e+01	-9.408199
1.734662e+01	1.487973e+01	2.380998e+01	-9.408197
1.734668e+01	1.487972e+01	2.380995e+01	-9.408198
1.734673e+01	1.487971e+01	2.380990e+01	-9.408195
1.734679e+01	1.487971e+01	2.380985e+01	-9.408199
1.734685e+01	1.487968e+01	2.380979e+01	-9.408195
1.734690e+01	1.487967e+01	2.380974e+01	-9.408195
1.734696e+01	1.487966e+01	2.380969e+01	-9.408195
1.734702e+01	1.487965e+01	2.380965e+01	-9.408195
1.734708e+01	1.487963e+01	2.380958e+01	-9.408192
1.734713e+01	1.487962e+01	2.380954e+01	-9.408192
1.734719e+01	1.487962e+01	2.380950e+01	-9.408192
1.734725e+01	1.487962e+01	2.380943e+01	-9.408188
1.734730e+01	1.487958e+01	2.380939e+01	-9.408188
1.734736e+01	1.487958e+01	2.380934e+01	-9.408186
1.734742e+01	1.487957e+01	2.380930e+01	-9.408187
1.734748e+01	1.487956e+01	2.380925e+01	-9.408182
1.734753e+01	1.487955e+01	2.380919e+01	-9.408183
1.734759e+01	1.487952e+01	2.380914e+01	-9.408182
1.734765e+01	1.487952e+01	2.380909e+01	-9.408182
1.734770e+01	1.487951e+01	2.380906e+01	-9.408180
1.734776e+01	1.487951e+01	2.380900e+01	-9.408179
1.734782e+01	1.487947e+01	2.380896e+01	-9.408178
1.734787e+01	1.487947e+01	2.380889e+01	-9.408182
1.734793e+01	1.487946e+01	2.380885e+01	-9.408178
1.734799e+01	1.487945e+01	2.380880e+01	-9.408176
1.734805e+01	1.487943e+01	2.380875e+01	-9.408175
1.734810e+01	1.487942e+01	2.380870e+01	-9.408174
1.734816e+01	1.487941e+01	2.380865e+01	-9.408175
1.734822e+01	1.487939e+01	2.380860e+01	-9.408171
1.734827e+01	1.487939e+01	2.380854e+01	-9.408171
1.734833e+01	1.487937e+01	2.380849e+01	-9.408167
1.734839e+01	1.487936e+01	2.380845e+01	-9.408173
1.734845e+01	1.487935e+01	2.380840e+01	-9.408167
1.734850e+01	1.487934e+01	2.380835e+01	-9.408167
1.734856e+01	1.487932e+01	2.380830e+01	-9.408165
1.734862e+01	1.487931e+01	2.380826e+01	-9.408165
1.734867e+01	1.487930e+01	2.380820e+01	-9.408165
1.734873e+01	1.487929e+01	2.380813e+01	-9.408161
1.734879e+01	1.487928e+01	2.380811e+01	-9.408163
1.734884e+01	1.487926e+01	2.380806e+01	-9.408161
1.734890e+01	1.487925e+01	2.380801e+01	-9.408161
1.734896e+01	1.487924e+01	2.380796e+01	-9.408159
1.734902e+01	1.487922e+01	2.380790e+01	-9.408159
1.734907e+01	1.487922e+01	2.380786e+01	-9.408159
1.734913e+01	1.487920e+01	2.380781e+01	-9.408155
1.734919e+01	1.487920e+01	2.380776e+01	-9.408156
1.734924e+01	1.487918e+01	2.380771e+01	-9.408153
1.734930e+01	1.487917e+01	2.380766e+01	-9.408154
1.734936e+01	1.487915e+01	2.380760e+01	-9.408150
1.734942e+01	1.487915e+01	2.380756e+01	-9.408154
1.734947e+01	1.487913e+01	2.380752e+01	-9.408148
1.734953e+01	1.487912e+01	2.380746e+01	-9.408153
1.734959e+01	1.487910e+01	2.380740e+01	-9.408147
1.734964e+01	1.487910e+01	2.380736e+01	-9.408148
1.734970e+01	1.487908e+01	2.380731e+01	-9.408146
1.734976e+01	1.487906e+01	2.380725e+01	-9.408146
1.734981e+01	1.487908e+01	2.380722e+01	-9.408143
1.734987e+01	1.487906e+01	2.380715e+01	-9.408146
1.734993e+01	1.487903e+01	2.380710e+01	-9.408144
1.734999e+01	1.487902e+01	2.380706e+01	-9.408142
1.735004e+01	1.487901e+01	2.380702e+01	-9.408142
1.735010e+01	1.487899e+01	2.380696e+01	-9.408138
1.735016e+01	1.487899e+01	2.380691e+01	-9.408136
1.735021e+01	1.487898e+01	2.380686e+01	-9.408139
1.735027e+01	1.487896e+01	2.380682e+01	-9.408138
1.735033e+01	1.487896e+01	2.380677e+01	-9.408135
1.735039e+01	1.487895e+01	2.380671e+01	-9.408133
1.735044e+01	1.487892e+01	2.380666e+01	-9.408135
1.735050e+01	1.487892e+01	2.380663e+01	-9.408134
1.735056e+01	1.487891e+01	2.380656e+01	-9.408134
1.735061e+01	1.487889e+01	2.380651e+01	-9.408130
1.735067e+01	1.487889e+01	2.380646e+01	-9.408131
1.735073e+01	1.487887e+01	2.380642e+01	-9.408127
1.735078e+01	1.487885e+01	2.380637e+01	-9.408125
1.735084e+01	1.487884e+01	2.380633e+01	-9.408127
1.735090e+01	1.487883e+01	2.380627e+01	-9.408129
1.735096e+01	1.487882e+01	2.380622e+01	-9.408125
1.735101e+01	1.487880e+01	2.380617e+01	-9.408127
1.735107e+01	1.487879e+01	2.380611e+01	-9.408124
1.735113e+01	1.487878e+01	2.380606e+01	-9.408118
1.735118e+01	1.487878e+01	2.380602e+01	-9.408122
1.735124e+01	1.487876e+01	2.380597e+01	-9.408119
1.735130e+01	1.487876e+01	2.380592e+01	-9.408119
1.735136e+01	1.487874e+01	2.380588e+01	-9.408117
1.735141e+01	1.487871e+01	2.380581e+01	-9.408119
1.735147e+01	1.487871e+01	2.380578e+01	-9.408115
1.735153e+01	1.487870e+01	2.380573e+01	-9.408116
1.735158e+01	1.487867e+01	2.380568e+01	-9.408112
1.735164e+01	1.487867e+01	2.380564e+01	-9.408112
1.735170e+01	1.487866e+01	2.380557e+01	-9.408112
1.735175e+01	1.487866e+01	2.380553e+01	-9.408109
1.735181e+01	1.487864e+01	2.380548e+01	-9.408110
1.735187e+01	1.487863e+01	2.380543e+01	-9.408110
1.735193e+01	1.487863e+01	2.380540e+01	-9.408111
1.735198e+01	1.487861e+01	2.380533e+01	-9.408106
1.735204e+01	1.487860e+01	2.380528e+01	-9.408104
1.735210e+01	1.487858e+01	2.380523e+01	-9.408103
1.735215e+01	1.487857e+01	2.380518e+01	-9.408101
1.735221e+01	1.487856e+01	2.380513e+01	-9.408101
1.735227e+01	1.487854e+01	2.380508e+01	-9.408101
1.735233e+01	1.487853e+01	2.380505e+01	-9.408101
1.735238e+01	1.487853e+01	2.380499e+01	-9.408104
1.735244e+01	1.487851e+01	2.380494e+01	-9.408100
1.735250e+01	1.487850e+01	2.380489e+01	-9.408097
1.735255e+01	1.487849e+01	2.380485e+01	-9.408096
1.735261e+01	1.487847e+01	2.380478e+01	-9.408098
1.735267e+01	1.487847e+01	2.380473e+01	-9.408096
1.735272e+01	1.487845e+01	2.380468e+01	-9.408091
1.735278e+01	1.487844e+01	2.380466e+01	-9.408098
1.735284e+01	1.487843e+01	2.380458e+01	-9.408093
1.735290e+01	1.487842e+01	2.380454e+01	-9.408091
1.735295e+01	1.487840e+01	2.380450e+01	-9.408091
1.735301e+01	1.487838e+01	2.380444e+01	-9.408089
1.735307e+01	1.487839e+01	2.380442e+01	-9.408092
1.735312e+01	1.487837e+01	2.380433e+01	-9.408093
1.735318e+01	1.487834e+01	2.380428e+01	-9.408084
1.735324e+01	1.487834e+01	2.380423e+01	-9.408087
1.735330e+01	1.487833e+01	2.380420e+01	-9.408085
1.735335e+01	1.487833e+01	2.380413e+01	-9.408083
1.735341e+01	1.487831e+01	2.380410e+01	-9.408082
1.735347e+01	1.487831e+01	2.380403e+01	-9.408083
1.735352e+01	1.487828e+01	2.380400e+01	-9.408081
1.735358e+01	1.487828e+01	2.380395e+01	-9.408081
1.735364e+01	1.487826e+01	2.380390e+01	-9.408080
1.735369e+01	1.487824e+01	2.380384e+01	-9.408079
1.735375e+01	1.487825e+01	2.380380e+01	-9.408077
1.735381e+01	1.487822e+01	2.380374e+01	-9.408075
1.735387e+01	1.487821e+01	2.380369e+01	-9.408072
1.735392e+01	1.487821e+01	2.380365e+01	-9.408073
1.735398e+01	1.487819e+01	2.380360e+01	-9.408076
1.735404e+01	1.487817e+01	2.380356e+01	-9.408073
1.735409e+01	1.487817e+01	2.380351e+01	-9.408072
1.735415e+01	1.487816e+01	2.380347e+01	-9.408072
1.735421e+01	1.487813e+01	2.380340e+01	-9.408070
1.735427e+01	1.487812e+01	2.380336e+01	-9.408069
1.735432e+01	1.487812e+01	2.380329e+01	-9.408068
1.735438e+01	1.487812e+01	2.380324e+01	-9.408068
1.735444e+01	1.487810e+01	2.380321e+01	-9.408066
1.735449e+01	1.487809e+01	2.380316e+01	-9.408065
1.735455e+01	1.487806e+01	2.380310e+01	-9.408063
1.735461e+01	1.487805e+01	2.380305e+01	-9.408062
1.735466e+01	1.487805e+01	2.380300e+01	-9.408060
1.735472e+01	1.487803e+01	2.380294e+01	-9.408060
1.735478e+01	1.487802e+01	2.380291e+01	-9.408059
1.735484e+01	1.487801e+01	2.380284e+01	-9.408058
1.735489e+01	1.487801e+01	2.380280e+01	-9.408059
1.735495e+01	1.487799e+01	2.380276e+01	-9.408056
1.735501e+01	1.487797e+01	2.380271e+01	-9.408055
1.735506e+01	1.487795e+01	2.380266e+01	-9.408053
1.735512e+01	1.487794e+01	2.380262e+01	-9.408052
1.735518e+01	1.487793e+01	2.380256e+01	-9.408052
1.735524e+01	1.487792e+01	2.380251e+01	-9.408050
1.735529e+01	1.487791e+01	2.380246e+01	-9.408049
1.735535e+01	1.487790e+01	2.380243e+01	-9.408051
1.735541e+01	1.487790e+01	2.380236e+01	-9.408048
1.735546e+01	1.487786e+01	2.380231e+01	-9.408045
1.735552e+01	1.487786e+01	2.380226e+01	-9.408045
1.735558e+01	1.487785e+01	2.380224e+01	-9.408047
1.735563e+01	1.487785e+01	2.380217e+01	-9.408049
1.735569e+01	1.487784e+01	2.380211e+01	-9.408045
1.735575e+01	1.487781e+01	2.380208e+01	-9.408045
1.735581e+01	1.487780e+01	2.380202e+01	-9.408041
1.735586e+01	1.487779e+01	2.380197e+01	-9.408043
1.735592e+01	1.487778e+01	2.380192e+01	-9.408041
1.735598e+01	1.487777e+01	2.380188e+01	-9.408039
1.735603e+01	1.487776e+01	2.380181e+01	-9.408035
1.735609e+01	1.487775e+01	2.380177e+01	-9.408035
1.735615e+01	1.487774e+01	2.380173e+01	-9.408035
1.735621e+01	1.487772e+01	2.380167e+01	-9.408035
1.735626e+01	1.487770e+01	2.380162e+01	-9.408031
1.735632e+01	1.487770e+01	2.380159e+01	-9.408035
1.735638e+01	1.487769e+01	2.380152e+01	-9.408033
1.735643e+01	1.487766e+01	2.380146e+01	-9.408030
1.735649e+01	1.487766e+01	2.380143e+01	-9.408030
1.735655e+01	1.487765e+01	2.380138e+01	-9.408031
1.735660e+01	1.487764e+01	2.380133e+01	-9.408030
1.735666e+01	1.487764e+01	2.380128e+01	-9.408031
1.735672e+01	1.487761e+01	2.380123e+01	-9.408024
1.735678e+01	1.487760e+01	2.380118e+01	-9.408023
1.735683e+01	1.487759e+01	2.380112e+01	-9.408024
1.735689e+01	1.487758e+01	2.380109e+01	-9.408022
1.735695e+01	1.487756e+01	2.380103e+01	-9.408021
1.735700e+01	1.487755e+01	2.380098e+01	-9.408022
1.735706e+01	1.487754e+01	2.380093e+01	-9.408022
1.735712e+01	1.487752e+01	2.380088e+01	-9.408018
1.735718e+01	1.487752e+01	2.380085e+01	-9.408016
1.735723e+01	1.487750e+01	2.380079e+01	-9.408017
1.735729e+01	1.487749e+01	2.380073e+01	-9.408016
1.735735e+01	1.487747e+01	2.380068e+01	-9.408017
1.735740e+01	1.487748e+01	2.380064e+01	-9.408016
1.735746e+01	1.487746e+01	2.380059e+01	-9.408012
1.735752e+01	1.487744e+01	2.380054e+01	-9.408011
1.735757e+01	1.487743e+01	2.380049e+01	-9.408013
1.735763e+01	1.487743e+01	2.380044e+01	-9.408009
1.735769e+01	1.487742e+01	2.380039e+01	-9.408010
1.735775e+01	1.487740e+01	2.380034e+01	-9.408010
1.735780e+01	1.487738e+01	2.380031e+01	-9.408009
1.735786e+01	1.487737e+01	2.380024e+01	-9.408005
1.735792e+01	1.487736e+01	2.380018e+01	-9.408005
1.735797e+01	1.487736e+01	2.380015e+01	-9.408005
1.735803e+01	1.487734e+01	2.380009e+01	-9.408005
1.735809e+01	1.487733e+01	2.380005e+01	-9.407999
1.735815e+01	1.487731e+01	2.380000e+01	-9.408002
1.735820e+01	1.487729e+01	2.379995e+01	-9.407999
1.735826e+01	1.487729e+01	2.379990e+01	-9.408001
1.735832e+01	1.487727e+01	2.379985e+01	-9.407996
1.735837e+01	1.487725e+01	2.379979e+01	-9.407996
1.735843e+01	1.487726e+01	2.379974e+01	-9.407994
1.735849e+01	1.487724e+01	2.379971e+01	-9.407995
1.735854e+01	1.487724e+01	2.379963e+01	-9.407995
1.735860e+01	1.487722e+01	2.379959e+01	-9.407990
1.735866e+01	1.487721e+01	2.379954e+01	-9.407992
1.735872e+01	1.487718e+01	2.379950e+01	-9.407990
1.735877e+01	1.487718e+01	2.379945e+01	-9.407990
1.735883e+01	1.487717e+01	2.379941e+01	-9.407990
1.735889e+01	1.487716e+01	2.379937e+01	-9.407988
1.735894e+01	1.487715e+01	2.379931e+01	-9.407987
1.735900e+01	1.487714e+01	2.379925e+01	-9.407989
1.735906e+01	1.487712e+01	2.379920e+01	-9.407984
1.735912e+01	1.487713e+01	2.379914e+01	-9.407983
1.735917e+01	1.487710e+01	2.379912e+01	-9.407984
1.735923e+01	1.487709e+01	2.379905e+01	-9.407986
1.735929e+01	1.487709e+01	2.379902e+01	-9.407984
1.735934e+01	1.487706e+01	2.379897e+01	-9.407980
1.735940e+01	1.487705e+01	2.379891e+01	-9.407981
1.735946e+01	1.487705e+01	2.379888e+01	-9.407983
1.735951e+01	1.487703e+01	2.379882e+01	-9.407981
1.735957e+01	1.487702e+01	2.379876e+01	-9.407978
1.735963e+01	1.487700e+01	2.379871e+01	-9.407974
1.735969e+01	1.487700e+01	2.379866e+01	-9.407972
1.735974e+01	1.487698e+01	2.379860e+01	-9.407974
1.735980e+01	1.487697e+01	2.379856e+01	-9.407973
1.735986e+01	1.487696e+01	2.379852e+01	-9.407969
1.735991e+01	1.487694e+01	2.379847e+01	-9.407972
1.735997e+01	1.487694e+01	2.379841e+01	-9.407969
1.736003e+01	1.487692e+01	2.379837e+01	-9.407970
1.736009e+01	1.487690e+01	2.379832e+01	-9.407967
1.736014e+01	1.487690e+01	2.379826e+01	-9.407969
1.736020e+01	1.487689e+01	2.379822e+01	-9.407968
1.736026e+01	1.487687e+01	2.379816e+01	-9.407965
1.736031e+01	1.487685e+01	2.379811e+01	-9.407963
1.736037e+01	1.487685e+01	2.379807e+01	-9.407963
1.736043e+01	1.487683e+01	2.379802e+01	-9.407961
1.736048e+01	1.487683e+01	2.379799e+01	-9.407963
1.736054e+01	1.487680e+01	2.379792e+01	-9.407959
1.736060e+01	1.487680e+01	2.379788e+01	-9.407961
1.736066e+01	1.487679e+01	2.379783e+01	-9.407957
1.736071e+01	1.487677e+01	2.379778e+01	-9.407957
1.736077e+01	1.487677e+01	2.379772e+01	-9.407954
1.736083e+01	1.487677e+01	2.379769e+01	-9.407954
1.736088e+01	1.487674e+01	2.379762e+01	-9.407955
1.736094e+01	1.487673e+01	2.379758e+01	-9.407957
1.736100e+01	1.487672e+01	2.379752e+01	-9.407952
1.736105e+01	1.487670e+01	2.379748e+01	-9.407951
1.736111e+01	1.487669e+01	2.379743e+01	-9.407948
1.736117e+01	1.487668e+01	2.379737e+01	-9.407947
1.736123e+01	1.487666e+01	2.379735e+01	-9.407947
1.736128e+01	1.487666e+01	2.379728e+01	-9.407949
1.736134e+01	1.487664e+01	2.379724e+01	-9.407946
1.736140e+01	1.487664e+01	2.379719e+01	-9.407944
1.736145e+01	1.487662e+01	2.379714e+01	-9.407948
1.736151e+01	1.487661e+01	2.379709e+01	-9.407942
1.736157e+01	1.487658e+01	2.379704e+01	-9.407942
1.736163e+01	1.487658e+01	2.379698e+01	-9.407938
1.736168e+01	1.487658e+01	2.379692e+01	-9.407940
1.736174e+01	1.487656e+01	2.379689e+01	-9.407938
1.736180e+01	1.487655e+01	2.379684e+01	-9.407936
1.736185e+01	1.487654e+01	2.379679e+01	-9.407935
1.736191e+01	1.487654e+01	2.379673e+01	-9.407934
1.736197e+01	1.487652e+01	2.379670e+01	-9.407933
1.736202e+01	1.487651e+01	2.379665e+01	-9.407934
1.736208e+01	1.487649e+01	2.379659e+01	-9.407933
1.736214e+01	1.487648e+01	2.379656e+01	-9.407933
1.736220e+01	1.487647e+01	2.379649e+01	-9.407928
1.736225e+01	1.487645e+01	2.379645e+01	-9.407928
1.736231e+01	1.487644e+01	2.379640e+01	-9.407927
1.736237e+01	1.487644e+01	2.379633e+01	-9.407927
1.736242e+01	1.487641e+01	2.379629e+01	-9.407925
1.736248e+01	1.487640e+01	2.379624e+01	-9.407927
1.736254e+01	1.487639e+01	2.379619e+01	-9.407924
1.736260e+01	1.487639e+01	2.379616e+01	-9.407922
1.736265e+01	1.487637e+01	2.379611e+01	-9.407925
1.736271e+01	1.487637e+01	2.379606e+01	-9.407922
1.736277e+01	1.487634e+01	2.379601e+01	-9.407921
1.736282e+01	1.487634e+01	2.379596e+01	-9.407921
1.736288e+01	1.487633e+01	2.379591e+01	-9.407923
1.736294e+01	1.487631e+01	2.379586e+01	-9.407917
1.736299e+01	1.487631e+01	2.379581e+01	-9.407916
1.736305e+01	1.487630e+01	2.379576e+01	-9.407915
1.736311e+01	1.487628e+01	2.379571e+01	-9.407912
1.736317e+01	1.487626e+01	2.379567e+01	-9.407913
1.736322e+01	1.487624e+01	2.379560e+01	-9.407911
1.736328e+01	1.487624e+01	2.379557e+01	-9.407913
1.736334e+01	1.487623e+01	2.379551e+01	-9.407909
1.736339e+01	1.487621e+01	2.379546e+01	-9.407909
1.736345e+01	1.487619e+01	2.379541e+01	-9.407907
1.736351e+01	1.487619e+01	2.379535e+01	-9.407907
1.736357e+01	1.487617e+01	2.379531e+01	-9.407907
1.736362e+01	1.487616e+01	2.379528e+01	-9.407904
1.736368e+01	1.487616e+01	2.379521e+01	-9.407903
1.736374e+01	1.487615e+01	2.379517e+01	-9.407902
1.736379e+01	1.487613e+01	2.379512e+01	-9.407902
1.736385e+01	1.487611e+01	2.379504e+01	-9.407899
1.736391e+01	1.487611e+01	2.379501e+01	-9.407900
1.736396e+01	1.487608e+01	2.379496e+01	-9.407897
1.736402e+01	1.487608e+01	2.379492e+01	-9.407902
1.736408e+01	1.487606e+01	2.379488e+01	-9.407897
1.736414e+01	1.487606e+01	2.379484e+01	-9.407897
1.736419e+01	1.487605e+01	2.379478e+01	-9.407898
1.736425e+01	1.487603e+01	2.379471e+01	-9.407892
1.736431e+01	1.487602e+01	2.379469e+01	-9.407895
1.736436e+01	1.487601e+01	2.379462e+01	-9.407892
1.736442e+01	1.487600e+01	2.379458e+01	-9.407890
1.736448e+01	1.487599e+01	2.379453e+01	-9.407893
1.736454e+01	1.487597e+01	2.379448e+01	-9.407887
1.736459e+01	1.487597e+01	2.379442e+01	-9.407888
1.736465e+01	1.487595e+01	2.379438e+01	-9.407887
1.736471e+01	1.487594e+01	2.379433e+01	-9.407887
1.736476e+01	1.487591e+01	2.379427e+01	-9.407881
1.736482e+01	1.487592e+01	2.379423e+01	-9.407885
1.736488e+01	1.487590e+01	2.379418e+01	-9.407880
1.736493e+01	1.487589e+01	2.379413e+01	-9.407881
1.736499e+01	1.487587e+01	2.379408e+01	-9.407879
1.736505e+01	1.487587e+01	2.379406e+01	-9.407884
1.736511e+01	1.487586e+01	2.379398e+01	-9.407877
1.736516e+01	1.487584e+01	2.379394e+01	-9.407876
1.736522e+01	1.487583e+01	2.379388e+01	-9.407877
1.736528e+01	1.487581e+01	2.379383e+01	-9.407871
1.736533e+01	1.487580e+01	2.379379e+01	-9.407873
1.736539e+01	1.487579e+01	2.379374e+01	-9.407871
1.736545e+01	1.487578e+01	2.379369e+01	-9.407871
1.736551e+01	1.487577e+01	2.379364e+01	-9.407867
1.736556e+01	1.487575e+01	2.379358e+01	-9.407871
1.736562e+01	1.487575e+01	2.379354e+01	-9.407867
1.736568e+01	1.487574e+01	2.379349e+01	-9.407866
1.736573e+01	1.487573e+01	2.379346e+01	-9.407866
1.736579e+01	1.487569e+01	2.379338e+01	-9.407862
1.736585e+01	1.487570e+01	2.379335e+01	-9.407866
1.736590e+01	1.487568e+01	2.379329e+01	-9.407866
1.736596e+01	1.487567e+01	2.379325e+01	-9.407861
1.736602e+01	1.487566e+01	2.379319e+01	-9.407861
1.736608e+01	1.487565e+01	2.379315e+01	-9.407864
1.736613e+01	1.487563e+01	2.379310e+01	-9.407860
1.736619e+01	1.487562e+01	2.379305e+01	-9.407861
1.736625e+01	1.487562e+01	2.379299e+01	-9.407860
1.736630e+01	1.487561e+01	2.379295e+01	-9.407858
1.736636e+01	1.487559e+01	2.379291e+01	-9.407858
1.736642e+01	1.487559e+01	2.379285e+01	-9.407856
1.736648e+01	1.487557e+01	2.379280e+01	-9.407854
1.736653e+01	1.487556e+01	2.379276e+01	-9.407851
1.736659e+01	1.487554e+01	2.379272e+01	-9.407852
1.736665e+01	1.487555e+01	2.379265e+01	-9.407851
1.736670e+01	1.487552e+01	2.379261e+01	-9.407851
1.736676e+01	1.487550e+01	2.379255e+01	-9.407847
1.736682e+01	1.487551e+01	2.379252e+01	-9.407848
1.736687e+01	1.487548e+01	2.379246e+01	-9.407848
1.736693e+01	1.487548e+01	2.379240e+01	-9.407847
1.736699e+01	1.487545e+01	2.379235e+01	-9.407843
1.736705e+01	1.487544e+01	2.379232e+01	-9.407844
1.736710e+01	1.487543e+01	2.379226e+01	-9.407842
1.736716e+01	1.487544e+01	2.379222e+01	-9.407845
1.736722e+01	1.487541e+01	2.379217e+01	-9.407845
1.736727e+01	1.487541e+01	2.379211e+01	-9.407843
1.736733e+01	1.487539e+01	2.379207e+01	-9.407839
1.736739e+01	1.487538e+01	2.379204e+01	-9.407839
1.736745e+01	1.487536e+01	2.379197e+01	-9.407836
1.736750e+01	1.487536e+01	2.379191e+01	-9.407836
1.736756e+01	1.487534e+01	2.379187e+01	-9.407835
1.736762e+01	1.487533e+01	2.379182e+01	-9.407833
1.736767e+01	1.487532e+01	2.379178e+01	-9.407835
1.736773e+01	1.487531e+01	2.379172e+01	-9.407831
1.736779e+01	1.487529e+01	2.379166e+01	-9.407831
1.736784e+01	1.487529e+01	2.379162e+01	-9.407831
1.736790e+01	1.487528e+01	2.379159e+01	-9.407831
1.736796e+01	1.487526e+01	2.379152e+01	-9.407828
1.736802e+01	1.487525e+01	2.379148e+01	-9.407829
1.736807e+01	1.487523e+01	2.379144e+01	-9.407825
1.736813e+01	1.487522e+01	2.379138e+01	-9.407823
1.736819e+01	1.487520e+01	2.379133e+01	-9.407824
1.736824e+01	1.487521e+01	2.379128e+01	-9.407821
1.736830e+01	1.487518e+01	2.379123e+01	-9.407820
1.736836e+01	1.487516e+01	2.379118e+01	-9.407822
1.736842e+01	1.487516e+01	2.379112e+01	-9.407817
1.736847e+01	1.487514e+01	2.379109e+01	-9.407816
1.736853e+01	1.487513e+01	2.379103e+01	-9.407813
1.736859e+01	1.487512e+01	2.379098e+01	-9.407814
1.736864e+01	1.487511e+01	2.379093e+01	-9.407816
1.736870e+01	1.487510e+01	2.379088e+01	-9.407813
1.736876e+01	1.487508e+01	2.379083e+01	-9.407812
1.736881e+01	1.487507e+01	2.379078e+01	-9.407812
1.736887e+01	1.487506e+01	2.379074e+01	-9.407809
1.736893e+01	1.487505e+01	2.379068e+01	-9.407808
1.736899e+01	1.487503e+01	2.379065e+01	-9.407808
1.736904e+01	1.487503e+01	2.379060e+01	-9.407808
1.736910e+01	1.487502e+01	2.379054e+01	-9.407807
1.736916e+01	1.487500e+01	2.379051e+01	-9.407804
1.736921e+01	1.487499e+01	2.379045e+01	-9.407804
1.736927e+01	1.487498e+01	2.379040e+01	-9.407803
1.736933e+01	1.487496e+01	2.379035e+01	-9.407803
1.736939e+01	1.487495e+01	2.379029e+01	-9.407801
1.736944e+01	1.487495e+01	2.379025e+01	-9.407801
