beta1	beta2	beta3	lmax
1.722948e+01	1.490449e+01	2.391399e+01	-9.409729
1.722954e+01	1.490446e+01	2.391395e+01	-9.409730
1.722959e+01	1.490447e+01	2.391389e+01	-9.409727
1.722965e+01	1.490445e+01	2.391383e+01	-9.409725
1.722971e+01	1.490443e+01	2.391378e+01	-9.409727
1.722977e+01	1.490443e+01	2.391375e+01	-9.409729
1.722982e+01	1.490442e+01	2.391371e+01	-9.409724
1.722988e+01	1.490440e+01	2.391363e+01	-9.409725
1.722994e+01	1.490439e+01	2.391359e+01	-9.409721
1.722999e+01	1.490438e+01	2.391352e+01	-9.409721
1.723005e+01	1.490437e+01	2.391348e+01	-9.409721
1.723011e+01	1.490436e+01	2.391343e+01	-9.409721
1.723017e+01	1.490434e+01	2.391337e+01	-9.409721
1.723022e+01	1.490433e+01	2.391331e+01	-9.409721
1.723028e+01	1.490431e+01	2.391328e+01	-9.409718
1.723034e+01	1.490431e+01	2.391322e+01	-9.409718
1.723039e+01	1.490429e+01	2.391316e+01	-9.409719
1.723045e+01	1.490428e+01	2.391311e+01	-9.409715
1.723051e+01	1.490428e+01	2.391307e+01	-9.409722
1.723056e+01	1.490426e+01	2.391302e+01	-9.409718
1.723062e+01	1.490425e+01	2.391296e+01	-9.409716
1.723068e+01	1.490423e+01	2.391292e+01	-9.409720
1.723074e+01	1.490422e+01	2.391286e+01	-9.409714
1.723079e+01	1.490421e+01	2.391281e+01	-9.409715
1.723085e+01	1.490420e+01	2.391276e+01	-9.409716
1.723091e+01	1.490417e+01	2.391271e+01	-9.409713
1.723096e+01	1.490417e+01	2.391265e+01	-9.409715
1.723102e+01	1.490416e+01	2.391261e+01	-9.409714
1.723108e+01	1.490415e+01	2.391255e+01	-9.409715
1.723114e+01	1.490415e+01	2.391249e+01	-9.409712
1.723119e+01	1.490412e+01	2.391246e+01	-9.409711
1.723125e+01	1.490411e+01	2.391240e+01	-9.409711
1.723131e+01	1.490411e+01	2.391233e+01	-9.409715
1.723136e+01	1.490410e+01	2.391230e+01	-9.409713
1.723142e+01	1.490409e+01	2.391224e+01	-9.409711
1.723148e+01	1.490406e+01	2.391219e+01	-9.409710
1.723153e+01	1.490405e+01	2.391213e+01	-9.409710
1.723159e+01	1.490404e+01	2.391206e+01	-9.409704
1.723165e+01	1.490403e+01	2.391202e+01	-9.409706
1.723171e+01	1.490401e+01	2.391196e+01	-9.409704
1.723176e+01	1.490400e+01	2.391194e+01	-9.409708
1.723182e+01	1.490399e+01	2.391188e+01	-9.409705
1.723188e+01	1.490399e+01	2.391183e+01	-9.409702
1.723193e+01	1.490397e+01	2.391177e+01	-9.409708
1.723199e+01	1.490396e+01	2.391173e+01	-9.409708
1.723205e+01	1.490394e+01	2.391171e+01	-9.409704
1.723211e+01	1.490392e+01	2.391162e+01	-9.409705
1.723216e+01	1.490392e+01	2.391156e+01	-9.409706
1.723222e+01	1.490390e+01	2.391152e+01	-9.409700
1.723228e+01	1.490390e+01	2.391147e+01	-9.409700
1.723233e+01	1.490388e+01	2.391142e+01	-9.409700
1.723239e+01	1.490388e+01	2.391137e+01	-9.409704
1.723245e+01	1.490385e+01	2.391131e+01	-9.409700
1.723250e+01	1.490385e+01	2.391124e+01	-9.409698
1.723256e+01	1.490384e+01	2.391120e+01	-9.409698
1.723262e+01	1.490381e+01	2.391115e+01	-9.409699
1.723268e+01	1.490381e+01	2.391111e+01	-9.409702
1.723273e+01	1.490379e+01	2.391104e+01	-9.409697
1.723279e+01	1.490378e+01	2.391100e+01	-9.409698
1.723285e+01	1.490377e+01	2.391095e+01	-9.409697
1.723290e+01	1.490377e+01	2.391089e+01	-9.409693
1.723296e+01	1.490376e+01	2.391085e+01	-9.409699
1.723302e+01	1.490374e+01	2.391078e+01	-9.409694
1.723308e+01	1.490372e+01	2.391074e+01	-9.409695
1.723313e+01	1.490370e+01	2.391070e+01	-9.409693
1.723319e+01	1.490370e+01	2.391063e+01	-9.409696
1.723325e+01	1.490369e+01	2.391059e+01	-9.409693
1.723330e+01	1.490368e+01	2.391054e+01	-9.409694
1.723336e+01	1.490367e+01	2.391049e+01	-9.409693
1.723342e+01	1.490366e+01	2.391043e+01	-9.409691
1.723347e+01	1.490363e+01	2.391037e+01	-9.409690
1.723353e+01	1.490364e+01	2.391032e+01	-9.409691
1.723359e+01	1.490361e+01	2.391028e+01	-9.409691
1.723365e+01	1.490361e+01	2.391021e+01	-9.409690
1.723370e+01	1.490359e+01	2.391018e+01	-9.409689
1.723376e+01	1.490358e+01	2.391013e+01	-9.409687
1.723382e+01	1.490356e+01	2.391007e+01	-9.409689
1.723387e+01	1.490355e+01	2.391002e+01	-9.409687
1.723393e+01	1.490354e+01	2.390996e+01	-9.409686
1.723399e+01	1.490352e+01	2.390993e+01	-9.409687
1.723405e+01	1.490350e+01	2.390986e+01	-9.409687
1.723410e+01	1.490350e+01	2.390980e+01	-9.409685
1.723416e+01	1.490350e+01	2.390976e+01	-9.409684
1.723422e+01	1.490348e+01	2.390970e+01	-9.409679
1.723427e+01	1.490347e+01	2.390965e+01	-9.409682
1.723433e+01	1.490345e+01	2.390961e+01	-9.409681
1.723439e+01	1.490345e+01	2.390955e+01	-9.409681
1.723444e+01	1.490342e+01	2.390950e+01	-9.409679
1.723450e+01	1.490341e+01	2.390944e+01	-9.409681
1.723456e+01	1.490341e+01	2.390940e+01	-9.409680
1.723462e+01	1.490340e+01	2.390932e+01	-9.409680
1.723467e+01	1.490338e+01	2.390929e+01	-9.409681
1.723473e+01	1.490337e+01	2.390923e+01	-9.409678
1.723479e+01	1.490336e+01	2.390919e+01	-9.409678
1.723484e+01	1.490336e+01	2.390914e+01	-9.409678
1.723490e+01	1.490334e+01	2.390909e+01	-9.409676
1.723496e+01	1.490332e+01	2.390903e+01	-9.409676
1.723502e+01	1.490332e+01	2.390897e+01	-9.409674
1.723507e+01	1.490331e+01	2.390893e+01	-9.409678
1.723513e+01	1.490329e+01	2.390886e+01	-9.409676
1.723519e+01	1.490329e+01	2.390882e+01	-9.409676
1.723524e+01	1.490326e+01	2.390877e+01	-9.409678
1.723530e+01	1.490326e+01	2.390874e+01	-9.409672
1.723536e+01	1.490325e+01	2.390867e+01	-9.409674
1.723541e+01	1.490323e+01	2.390862e+01	-9.409672
1.723547e+01	1.490321e+01	2.390857e+01	-9.409672
1.723553e+01	1.490320e+01	2.390852e+01	-9.409670
1.723559e+01	1.490318e+01	2.390847e+01	-9.409671
1.723564e+01	1.490318e+01	2.390841e+01	-9.409669
1.723570e+01	1.490317e+01	2.390835e+01	-9.409666
1.723576e+01	1.490316e+01	2.390832e+01	-9.409665
1.723581e+01	1.490314e+01	2.390826e+01	-9.409668
1.723587e+01	1.490313e+01	2.390821e+01	-9.409668
1.723593e+01	1.490312e+01	2.390815e+01	-9.409663
1.723599e+01	1.490309e+01	2.390811e+01	-9.409664
1.723604e+01	1.490308e+01	2.390804e+01	-9.409663
1.723610e+01	1.490308e+01	2.390800e+01	-9.409665
1.723616e+01	1.490307e+01	2.390795e+01	-9.409664
1.723621e+01	1.490307e+01	2.390791e+01	-9.409662
1.723627e+01	1.490304e+01	2.390785e+01	-9.409663
1.723633e+01	1.490303e+01	2.390778e+01	-9.409662
1.723638e+01	1.490302e+01	2.390774e+01	-9.409664
1.723644e+01	1.490301e+01	2.390770e+01	-9.409664
1.723650e+01	1.490300e+01	2.390764e+01	-9.409661
1.723656e+01	1.490298e+01	2.390757e+01	-9.409658
1.723661e+01	1.490297e+01	2.390753e+01	-9.409658
1.723667e+01	1.490295e+01	2.390750e+01	-9.409660
1.723673e+01	1.490295e+01	2.390743e+01	-9.409662
1.723678e+01	1.490294e+01	2.390737e+01	-9.409658
1.723684e+01	1.490290e+01	2.390733e+01	-9.409657
1.723690e+01	1.490292e+01	2.390728e+01	-9.409659
1.723696e+01	1.490290e+01	2.390722e+01	-9.409657
1.723701e+01	1.490289e+01	2.390716e+01	-9.409656
1.723707e+01	1.490287e+01	2.390714e+01	-9.409658
1.723713e+01	1.490287e+01	2.390706e+01	-9.409655
1.723718e+01	1.490285e+01	2.390703e+01	-9.409654
1.723724e+01	1.490282e+01	2.390697e+01	-9.409655
1.723730e+01	1.490281e+01	2.390691e+01	-9.409652
1.723735e+01	1.490283e+01	2.390687e+01	-9.409653
1.723741e+01	1.490281e+01	2.390681e+01	-9.409654
1.723747e+01	1.490281e+01	2.390677e+01	-9.409658
1.723753e+01	1.490278e+01	2.390670e+01	-9.409652
1.723758e+01	1.490277e+01	2.390666e+01	-9.409649
1.723764e+01	1.490275e+01	2.390660e+01	-9.409651
1.723770e+01	1.490274e+01	2.390656e+01	-9.409651
1.723775e+01	1.490274e+01	2.390649e+01	-9.409647
1.723781e+01	1.490271e+01	2.390646e+01	-9.409648
1.723787e+01	1.490271e+01	2.390640e+01	-9.409651
1.723793e+01	1.490269e+01	2.390635e+01	-9.409647
1.723798e+01	1.490269e+01	2.390630e+01	-9.409644
1.723804e+01	1.490267e+01	2.390624e+01	-9.409644
1.723810e+01	1.490266e+01	2.390620e+01	-9.409646
1.723815e+01	1.490265e+01	2.390614e+01	-9.409643
1.723821e+01	1.490264e+01	2.390610e+01	-9.409641
1.723827e+01	1.490262e+01	2.390603e+01	-9.409643
1.723832e+01	1.490261e+01	2.390599e+01	-9.409643
1.723838e+01	1.490260e+01	2.390592e+01	-9.409645
1.723844e+01	1.490258e+01	2.390590e+01	-9.409643
1.723850e+01	1.490256e+01	2.390584e+01	-9.409642
1.723855e+01	1.490256e+01	2.390578e+01	-9.409641
1.723861e+01	1.490256e+01	2.390573e+01	-9.409642
1.723867e+01	1.490254e+01	2.390569e+01	-9.409641
1.723872e+01	1.490252e+01	2.390562e+01	-9.409637
1.723878e+01	1.490250e+01	2.390557e+01	-9.409639
1.723884e+01	1.490250e+01	2.390552e+01	-9.409640
1.723890e+01	1.490249e+01	2.390547e+01	-9.409637
1.723895e+01	1.490248e+01	2.390542e+01	-9.409637
1.723901e+01	1.490247e+01	2.390537e+01	-9.409636
1.723907e+01	1.490247e+01	2.390530e+01	-9.409636
1.723912e+01	1.490244e+01	2.390526e+01	-9.409637
1.723918e+01	1.490242e+01	2.390522e+01	-9.409636
1.723924e+01	1.490241e+01	2.390516e+01	-9.409633
1.723929e+01	1.490241e+01	2.390513e+01	-9.409636
1.723935e+01	1.490238e+01	2.390506e+01	-9.409635
1.723941e+01	1.490238e+01	2.390501e+01	-9.409634
1.723947e+01	1.490237e+01	2.390495e+01	-9.409636
1.723952e+01	1.490236e+01	2.390491e+01	-9.409632
1.723958e+01	1.490234e+01	2.390485e+01	-9.409632
1.723964e+01	1.490233e+01	2.390481e+01	-9.409628
1.723969e+01	1.490231e+01	2.390474e+01	-9.409633
1.723975e+01	1.490231e+01	2.390471e+01	-9.409632
1.723981e+01	1.490230e+01	2.390465e+01	-9.409631
1.723987e+01	1.490228e+01	2.390460e+01	-9.409628
1.723992e+01	1.490226e+01	2.390453e+01	-9.409626
1.723998e+01	1.490225e+01	2.390448e+01	-9.409627
1.724004e+01	1.490224e+01	2.390444e+01	-9.409627
1.724009e+01	1.490224e+01	2.390436e+01	-9.409625
1.724015e+01	1.490221e+01	2.390435e+01	-9.409626
1.724021e+01	1.490220e+01	2.390428e+01	-9.409624
1.724026e+01	1.490218e+01	2.390424e+01	-9.409624
1.724032e+01	1.490220e+01	2.390419e+01	-9.409623
1.724038e+01	1.490217e+01	2.390413e+01	-9.409622
1.724044e+01	1.490216e+01	2.390409e+01	-9.409621
1.724049e+01	1.490215e+01	2.390404e+01	-9.409622
1.724055e+01	1.490214e+01	2.390396e+01	-9.409617
1.724061e+01	1.490214e+01	2.390392e+01	-9.409618
1.724066e+01	1.490211e+01	2.390388e+01	-9.409620
1.724072e+01	1.490209e+01	2.390381e+01	-9.409616
1.724078e+01	1.490208e+01	2.390377e+01	-9.409618
1.724084e+01	1.490209e+01	2.390372e+01	-9.409616
1.724089e+01	1.490206e+01	2.390365e+01	-9.409618
1.724095e+01	1.490204e+01	2.390362e+01	-9.409616
1.724101e+01	1.490204e+01	2.390355e+01	-9.409619
1.724106e+01	1.490204e+01	2.390351e+01	-9.409618
1.724112e+01	1.490202e+01	2.390347e+01	-9.409617
1.724118e+01	1.490200e+01	2.390340e+01	-9.409615
1.724123e+01	1.490200e+01	2.390336e+01	-9.409616
1.724129e+01	1.490198e+01	2.390331e+01	-9.409612
1.724135e+01	1.490197e+01	2.390325e+01	-9.409616
1.724141e+01	1.490196e+01	2.390320e+01	-9.409614
1.724146e+01	1.490193e+01	2.390314e+01	-9.409611
1.724152e+01	1.490190e+01	2.390310e+01	-9.409611
1.724158e+01	1.490192e+01	2.390305e+01	-9.409612
1.724163e+01	1.490191e+01	2.390299e+01	-9.409610
1.724169e+01	1.490191e+01	2.390296e+01	-9.409613
1.724175e+01	1.490188e+01	2.390290e+01	-9.409611
1.724181e+01	1.490186e+01	2.390285e+01	-9.409609
1.724186e+01	1.490186e+01	2.390278e+01	-9.409610
1.724192e+01	1.490185e+01	2.390273e+01	-9.409606
1.724198e+01	1.490185e+01	2.390268e+01	-9.409607
1.724203e+01	1.490183e+01	2.390264e+01	-9.409606
1.724209e+01	1.490181e+01	2.390258e+01	-9.409604
1.724215e+01	1.490180e+01	2.390253e+01	-9.409605
1.724220e+01	1.490180e+01	2.390247e+01	-9.409605
1.724226e+01	1.490177e+01	2.390241e+01	-9.409604
1.724232e+01	1.490176e+01	2.390235e+01	-9.409603
1.724238e+01	1.490174e+01	2.390232e+01	-9.409603
1.724243e+01	1.490174e+01	2.390226e+01	-9.409603
1.724249e+01	1.490171e+01	2.390223e+01	-9.409605
1.724255e+01	1.490172e+01	2.390219e+01	-9.409604
1.724260e+01	1.490171e+01	2.390212e+01	-9.409600
1.724266e+01	1.490168e+01	2.390207e+01	-9.409601
1.724272e+01	1.490168e+01	2.390201e+01	-9.409598
1.724278e+01	1.490167e+01	2.390196e+01	-9.409599
1.724283e+01	1.490165e+01	2.390192e+01	-9.409597
1.724289e+01	1.490163e+01	2.390185e+01	-9.409594
1.724295e+01	1.490164e+01	2.390181e+01	-9.409594
1.724300e+01	1.490161e+01	2.390175e+01	-9.409595
1.724306e+01	1.490160e+01	2.390169e+01	-9.409593
1.724312e+01	1.490157e+01	2.390166e+01	-9.409591
1.724317e+01	1.490158e+01	2.390161e+01	-9.409594
1.724323e+01	1.490157e+01	2.390154e+01	-9.409595
1.724329e+01	1.490155e+01	2.390149e+01	-9.409594
1.724335e+01	1.490155e+01	2.390143e+01	-9.409594
1.724340e+01	1.490153e+01	2.390139e+01	-9.409594
1.724346e+01	1.490151e+01	2.390136e+01	-9.409590
1.724352e+01	1.490150e+01	2.390130e+01	-9.409590
1.724357e+01	1.490149e+01	2.390123e+01	-9.409586
1.724363e+01	1.490148e+01	2.390118e+01	-9.409588
1.724369e+01	1.490146e+01	2.390115e+01	-9.409589
1.724375e+01	1.490146e+01	2.390107e+01	-9.409589
1.724380e+01	1.490145e+01	2.390102e+01	-9.409587
1.724386e+01	1.490142e+01	2.390098e+01	-9.409584
1.724392e+01	1.490143e+01	2.390094e+01	-9.409587
1.724397e+01	1.490141e+01	2.390089e+01	-9.409586
1.724403e+01	1.490140e+01	2.390081e+01	-9.409585
1.724409e+01	1.490138e+01	2.390078e+01	-9.409583
1.724414e+01	1.490138e+01	2.390071e+01	-9.409584
1.724420e+01	1.490138e+01	2.390065e+01	-9.409584
1.724426e+01	1.490136e+01	2.390061e+01	-9.409580
1.724432e+01	1.490134e+01	2.390057e+01	-9.409582
1.724437e+01	1.490133e+01	2.390052e+01	-9.409583
1.724443e+01	1.490131e+01	2.390047e+01	-9.409579
1.724449e+01	1.490131e+01	2.390042e+01	-9.409582
1.724454e+01	1.490129e+01	2.390038e+01	-9.409583
1.724460e+01	1.490127e+01	2.390030e+01	-9.409580
1.724466e+01	1.490126e+01	2.390027e+01	-9.409578
1.724472e+01	1.490125e+01	2.390022e+01	-9.409578
1.724477e+01	1.490124e+01	2.390017e+01	-9.409578
1.724483e+01	1.490122e+01	2.390011e+01	-9.409576
1.724489e+01	1.490121e+01	2.390006e+01	-9.409576
1.724494e+01	1.490120e+01	2.390000e+01	-9.409575
1.724500e+01	1.490120e+01	2.389995e+01	-9.409575
1.724506e+01	1.490118e+01	2.389990e+01	-9.409575
1.724511e+01	1.490116e+01	2.389987e+01	-9.409575
1.724517e+01	1.490116e+01	2.389980e+01	-9.409573
1.724523e+01	1.490114e+01	2.389975e+01	-9.409575
1.724529e+01	1.490112e+01	2.389970e+01	-9.409573
1.724534e+01	1.490112e+01	2.389965e+01	-9.409573
1.724540e+01	1.490112e+01	2.389960e+01	-9.409572
1.724546e+01	1.490109e+01	2.389954e+01	-9.409572
1.724551e+01	1.490107e+01	2.389949e+01	-9.409571
1.724557e+01	1.490107e+01	2.389944e+01	-9.409569
1.724563e+01	1.490106e+01	2.389937e+01	-9.409567
1.724569e+01	1.490105e+01	2.389934e+01	-9.409572
1.724574e+01	1.490103e+01	2.389927e+01	-9.409567
1.724580e+01	1.490102e+01	2.389923e+01	-9.409568
1.724586e+01	1.490101e+01	2.389916e+01	-9.409565
1.724591e+01	1.490100e+01	2.389913e+01	-9.409564
1.724597e+01	1.490098e+01	2.389909e+01	-9.409565
1.724603e+01	1.490097e+01	2.389905e+01	-9.409567
1.724608e+01	1.490096e+01	2.389898e+01	-9.409565
1.724614e+01	1.490094e+01	2.389892e+01	-9.409562
1.724620e+01	1.490094e+01	2.389888e+01	-9.409562
1.724626e+01	1.490092e+01	2.389881e+01	-9.409563
1.724631e+01	1.490091e+01	2.389878e+01	-9.409562
1.724637e+01	1.490091e+01	2.389873e+01	-9.409563
1.724643e+01	1.490088e+01	2.389867e+01	-9.409560
1.724648e+01	1.490087e+01	2.389863e+01	-9.409561
1.724654e+01	1.490087e+01	2.389858e+01	-9.409560
1.724660e+01	1.490086e+01	2.389852e+01	-9.409559
1.724665e+01	1.490085e+01	2.389848e+01	-9.409559
1.724671e+01	1.490083e+01	2.389841e+01	-9.409557
1.724677e+01	1.490083e+01	2.389836e+01	-9.409558
1.724683e+01	1.490080e+01	2.389831e+01	-9.409556
1.724688e+01	1.490081e+01	2.389827e+01	-9.409558
1.724694e+01	1.490077e+01	2.389819e+01	-9.409554
1.724700e+01	1.490076e+01	2.389815e+01	-9.409554
1.724705e+01	1.490075e+01	2.389813e+01	-9.409554
1.724711e+01	1.490075e+01	2.389805e+01	-9.409554
1.724717e+01	1.490072e+01	2.389799e+01	-9.409554
1.724723e+01	1.490072e+01	2.389795e+01	-9.409552
1.724728e+01	1.490071e+01	2.389788e+01	-9.409554
1.724734e+01	1.490070e+01	2.389784e+01	-9.409552
1.724740e+01	1.490069e+01	2.389779e+01	-9.409552
1.724745e+01	1.490068e+01	2.389776e+01	-9.409552
1.724751e+01	1.490064e+01	2.389770e+01	-9.409548
1.724757e+01	1.490064e+01	2.389764e+01	-9.409552
1.724762e+01	1.490064e+01	2.389758e+01	-9.409548
1.724768e+01	1.490063e+01	2.389754e+01	-9.409550
1.724774e+01	1.490061e+01	2.389748e+01	-9.409550
1.724780e+01	1.490060e+01	2.389743e+01	-9.409547
1.724785e+01	1.490060e+01	2.389740e+01	-9.409548
1.724791e+01	1.490057e+01	2.389733e+01	-9.409546
1.724797e+01	1.490056e+01	2.389728e+01	-9.409546
1.724802e+01	1.490054e+01	2.389720e+01	-9.409542
1.724808e+01	1.490054e+01	2.389718e+01	-9.409542
1.724814e+01	1.490051e+01	2.389712e+01	-9.409542
1.724820e+01	1.490051e+01	2.389707e+01	-9.409542
1.724825e+01	1.490051e+01	2.389702e+01	-9.409545
1.724831e+01	1.490048e+01	2.389697e+01	-9.409542
1.724837e+01	1.490048e+01	2.389692e+01	-9.409540
1.724842e+01	1.490046e+01	2.389686e+01	-9.409538
1.724848e+01	1.490046e+01	2.389682e+01	-9.409538
1.724854e+01	1.490043e+01	2.389678e+01	-9.409536
1.724859e+01	1.490042e+01	2.389672e+01	-9.409537
1.724865e+01	1.490041e+01	2.389666e+01	-9.409534
1.724871e+01	1.490040e+01	2.389660e+01	-9.409536
1.724877e+01	1.490039e+01	2.389656e+01	-9.409539
1.724882e+01	1.490037e+01	2.389652e+01	-9.409534
1.724888e+01	1.490036e+01	2.389646e+01	-9.409535
1.724894e+01	1.490035e+01	2.389640e+01	-9.409538
1.724899e+01	1.490035e+01	2.389634e+01	-9.409534
1.724905e+01	1.490034e+01	2.389630e+01	-9.409534
1.724911e+01	1.490033e+01	2.389625e+01	-9.409534
1.724917e+01	1.490031e+01	2.389620e+01	-9.409533
1.724922e+01	1.490029e+01	2.389614e+01	-9.409532
1.724928e+01	1.490028e+01	2.389610e+01	-9.409534
1.724934e+01	1.490027e+01	2.389604e+01	-9.409531
1.724939e+01	1.490026e+01	2.389600e+01	-9.409533
1.724945e+01	1.490025e+01	2.389595e+01	-9.409531
1.724951e+01	1.490023e+01	2.389589e+01	-9.409528
1.724956e+01	1.490021e+01	2.389583e+01	-9.409529
1.724962e+01	1.490021e+01	2.389580e+01	-9.409528
1.724968e+01	1.490019e+01	2.389574e+01	-9.409526
1.724974e+01	1.490019e+01	2.389569e+01	-9.409529
1.724979e+01	1.490018e+01	2.389564e+01	-9.409523
1.724985e+01	1.490016e+01	2.389558e+01	-9.409525
1.724991e+01	1.490015e+01	2.389553e+01	-9.409523
1.724996e+01	1.490014e+01	2.389548e+01	-9.409523
1.725002e+01	1.490013e+01	2.389542e+01	-9.409523
1.725008e+01	1.490011e+01	2.389538e+01	-9.409523
1.725014e+01	1.490010e+01	2.389533e+01	-9.409521
1.725019e+01	1.490008e+01	2.389527e+01	-9.409521
1.725025e+01	1.490009e+01	2.389522e+01	-9.409522
1.725031e+01	1.490008e+01	2.389515e+01	-9.409519
1.725036e+01	1.490006e+01	2.389512e+01	-9.409518
1.725042e+01	1.490004e+01	2.389507e+01	-9.409517
1.725048e+01	1.490003e+01	2.389503e+01	-9.409518
1.725053e+01	1.490002e+01	2.389496e+01	-9.409516
1.725059e+01	1.490001e+01	2.389492e+01	-9.409516
1.725065e+01	1.489999e+01	2.389486e+01	-9.409513
1.725071e+01	1.489998e+01	2.389481e+01	-9.409515
1.725076e+01	1.489996e+01	2.389476e+01	-9.409515
1.725082e+01	1.489995e+01	2.389472e+01	-9.409515
1.725088e+01	1.489994e+01	2.389465e+01	-9.409513
1.725093e+01	1.489993e+01	2.389460e+01	-9.409512
1.725099e+01	1.489992e+01	2.389456e+01	-9.409513
1.725105e+01	1.489991e+01	2.389450e+01	-9.409513
1.725111e+01	1.489989e+01	2.389446e+01	-9.409512
1.725116e+01	1.489989e+01	2.389441e+01	-9.409510
1.725122e+01	1.489986e+01	2.389435e+01	-9.409510
1.725128e+01	1.489986e+01	2.389430e+01	-9.409509
1.725133e+01	1.489986e+01	2.389426e+01	-9.409508
1.725139e+01	1.489983e+01	2.389419e+01	-9.409507
1.725145e+01	1.489981e+01	2.389415e+01	-9.409507
1.725150e+01	1.489981e+01	2.389409e+01	-9.409506
1.725156e+01	1.489979e+01	2.389406e+01	-9.409506
1.725162e+01	1.489977e+01	2.389399e+01	-9.409508
1.725168e+01	1.489977e+01	2.389395e+01	-9.409505
1.725173e+01	1.489976e+01	2.389389e+01	-9.409507
1.725179e+01	1.489975e+01	2.389384e+01	-9.409506
1.725185e+01	1.489975e+01	2.389380e+01	-9.409506
1.725190e+01	1.489973e+01	2.389374e+01	-9.409505
1.725196e+01	1.489972e+01	2.389368e+01	-9.409500
1.725202e+01	1.489971e+01	2.389363e+01	-9.409502
1.725208e+01	1.489968e+01	2.389358e+01	-9.409500
1.725213e+01	1.489967e+01	2.389353e+01	-9.409499
1.725219e+01	1.489966e+01	2.389347e+01	-9.409500
1.725225e+01	1.489964e+01	2.389341e+01	-9.409499
1.725230e+01	1.489965e+01	2.389337e+01	-9.409497
1.725236e+01	1.489963e+01	2.389332e+01	-9.409499
1.725242e+01	1.489962e+01	2.389327e+01	-9.409498
1.725247e+01	1.489961e+01	2.389321e+01	-9.409498
1.725253e+01	1.489958e+01	2.389316e+01	-9.409496
1.725259e+01	1.489958e+01	2.389311e+01	-9.409494
1.725265e+01	1.489957e+01	2.389308e+01	-9.409494
1.725270e+01	1.489955e+01	2.389301e+01	-9.409495
1.725276e+01	1.489953e+01	2.389296e+01	-9.409492
1.725282e+01	1.489954e+01	2.389292e+01	-9.409494
1.725287e+01	1.489952e+01	2.389285e+01	-9.409491
1.725293e+01	1.489951e+01	2.389281e+01	-9.409492
1.725299e+01	1.489949e+01	2.389276e+01	-9.409492
1.725305e+01	1.489948e+01	2.389270e+01	-9.409491
1.725310e+01	1.489947e+01	2.389265e+01	-9.409487
1.725316e+01	1.489946e+01	2.389261e+01	-9.409490
1.725322e+01	1.489945e+01	2.389256e+01	-9.409491
1.725327e+01	1.489944e+01	2.389250e+01	-9.409487
1.725333e+01	1.489942e+01	2.389246e+01	-9.409489
1.725339e+01	1.489941e+01	2.389239e+01	-9.409485
1.725344e+01	1.489941e+01	2.389234e+01	-9.409488
1.725350e+01	1.489938e+01	2.389229e+01	-9.409484
1.725356e+01	1.489937e+01	2.389225e+01	-9.409487
1.725362e+01	1.489936e+01	2.389220e+01	-9.409487
1.725367e+01	1.489935e+01	2.389215e+01	-9.409483
1.725373e+01	1.489935e+01	2.389208e+01	-9.409484
1.725379e+01	1.489932e+01	2.389203e+01	-9.409482
1.725384e+01	1.489932e+01	2.389198e+01	-9.409483
1.725390e+01	1.489931e+01	2.389193e+01	-9.409485
1.725396e+01	1.489928e+01	2.389188e+01	-9.409481
1.725402e+01	1.489929e+01	2.389185e+01	-9.409484
1.725407e+01	1.489926e+01	2.389176e+01	-9.409480
1.725413e+01	1.489924e+01	2.389172e+01	-9.409479
1.725419e+01	1.489923e+01	2.389167e+01	-9.409479
1.725424e+01	1.489923e+01	2.389163e+01	-9.409477
1.725430e+01	1.489921e+01	2.389158e+01	-9.409475
1.725436e+01	1.489920e+01	2.389152e+01	-9.409476
1.725441e+01	1.489919e+01	2.389147e+01	-9.409478
1.725447e+01	1.489917e+01	2.389143e+01	-9.409475
1.725453e+01	1.489917e+01	2.389138e+01	-9.409475
1.725459e+01	1.489915e+01	2.389132e+01	-9.409475
1.725464e+01	1.489915e+01	2.389127e+01	-9.409474
1.725470e+01	1.489913e+01	2.389122e+01	-9.409472
1.725476e+01	1.489912e+01	2.389116e+01	-9.409472
1.725481e+01	1.489911e+01	2.389113e+01	-9.409472
1.725487e+01	1.489910e+01	2.389107e+01	-9.409471
1.725493e+01	1.489909e+01	2.389100e+01	-9.409470
1.725499e+01	1.489906e+01	2.389096e+01	-9.409470
1.725504e+01	1.489906e+01	2.389089e+01	-9.409468
1.725510e+01	1.489905e+01	2.389084e+01	-9.409468
1.725516e+01	1.489903e+01	2.389081e+01	-9.409468
1.725521e+01	1.489902e+01	2.389075e+01	-9.409466
1.725527e+01	1.489901e+01	2.389070e+01	-9.409466
1.725533e+01	1.489901e+01	2.389067e+01	-9.409466
1.725538e+01	1.489898e+01	2.389061e+01	-9.409463
1.725544e+01	1.489898e+01	2.389054e+01	-9.409467
1.725550e+01	1.489895e+01	2.389049e+01	-9.409468
1.725556e+01	1.489894e+01	2.389044e+01	-9.409464
1.725561e+01	1.489894e+01	2.389040e+01	-9.409462
1.725567e+01	1.489893e+01	2.389034e+01	-9.409462
1.725573e+01	1.489891e+01	2.389029e+01	-9.409459
1.725578e+01	1.489890e+01	2.389023e+01	-9.409456
1.725584e+01	1.489890e+01	2.389017e+01	-9.409460
1.725590e+01	1.489887e+01	2.389014e+01	-9.409458
1.725596e+01	1.489887e+01	2.389010e+01	-9.409460
1.725601e+01	1.489885e+01	2.389003e+01	-9.409458
